"Andía, J.J.R.","8722427000;","On the Movements of a Bird... The «Dance of the Partridge» in the Andean Cattle Branding Rituals [A partir de los movimientos de un pájaro... la «danza de la perdiz» en los rituales ganaderos de los andes peruanos]",2012,"Revista Espanola de Antropologia Americana","42","1",,"169","185",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864608465&partnerID=40&md5=4ad1487d4a29a348251d770a4525da90",Article,"Final","",Scopus,2-s2.0-84864608465
"Bugallo, L., Tomasi, J.","55328287600;55327706400;","Mutual raising. The treatment of animals from the views of the puna herders (Jujuy, Argentina) [Crianzas mutuas. El trato a los animales desde las concepciones de los pastores puneños (Jujuy, Argentina)]",2012,"Revista Espanola de Antropologia Americana","42","1",,"205","224",,14,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864588737&partnerID=40&md5=5ff31b29b605fefcb5156a3d17cc701a",Article,"Final","",Scopus,2-s2.0-84864588737
"Londoño, A.C., Forman, S.L., Eichler, T., Pierson, J.","15070673500;7201466626;14060026600;7006363380;","Episodic eolian deposition in the past ca. 50,000years in the Alto Ilo dune field, southern Peru",2012,"Palaeogeography, Palaeoclimatology, Palaeoecology","346-347",,,"12","24",,13,"10.1016/j.palaeo.2012.05.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863452134&doi=10.1016%2fj.palaeo.2012.05.008&partnerID=40&md5=005789eb354d0b36135bb9c93f0398c3",Article,"Final","",Scopus,2-s2.0-84863452134
"Alonso, R.N.","7201754112;","Bird footprints in borate deposits and their contribution to environment reconstruction",2012,"Revue de Paleobiologie","31","SPEC. ISSUE 11",,"429","445",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865424620&partnerID=40&md5=295aea87bb466446138f7a7ecb52e626",Review,"Final","",Scopus,2-s2.0-84865424620
"Wrigley de Basanta, D., Lado, C., Estrada-Torres, A.","6505928046;55880853400;56013878000;","Description and life cycle of a new Physarum (Myxomycetes) from the Atacama Desert in Chile",2012,"Mycologia","104","5",,"1206","1212",,24,"10.3852/11-427","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867167263&doi=10.3852%2f11-427&partnerID=40&md5=2951d2c1bdeb936dd8661e700abcd52a",Article,"Final","",Scopus,2-s2.0-84867167263
"Valero, M.A., Periago, M.V., Pérez-Crespo, I., Angles, R., Villegas, F., Aguirre, C., Strauss, W., Espinoza, J.R., Herrera, P., Terashima, A., Tamayo, H., Engels, D., Gabrielli, A.F., Mas-Coma, S.","7102334544;7003618326;25642889800;6701587700;55353624000;57197596251;7103351597;7101910136;57535048000;7003698445;8527292200;56253523700;56227363300;7003404234;","Field Evaluation of a Coproantigen Detection Test for Fascioliasis Diagnosis and Surveillance in Human Hyperendemic Areas of Andean Countries",2012,"PLoS Neglected Tropical Diseases","6","9","e1812","","",,45,"10.1371/journal.pntd.0001812","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866903902&doi=10.1371%2fjournal.pntd.0001812&partnerID=40&md5=ab1786ed606803032bc1b5d128e2a492",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84866903902
[No author name available],[No author id available],"Chile's power challenge: Reliable energy supplies",2012,"Power","156","9",,"","",9,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866867331&partnerID=40&md5=12fd2c218c5232378111563060a2ebf4",Article,"Final","",Scopus,2-s2.0-84866867331
"Quade, J., Reiners, P., Placzek, C., Matmon, A., Pepper, M., Ojha, L., Murray, K.","16194835700;7004078010;8540533700;6602501003;26531950000;49661868700;26664880900;","Seismicity and the strange rubbing boulders of the Atacama desert, Northern Chile",2012,"Geology","40","9",,"851","854",,13,"10.1130/G33162.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866278608&doi=10.1130%2fG33162.1&partnerID=40&md5=0b5621e9aaca134f6ef75c942adbea22",Article,"Final","",Scopus,2-s2.0-84866278608
"Sietz, D., Choque, S.E.M., Lüdeke, M.K.B.","13606604000;55344595200;6603558789;","Typical patterns of smallholder vulnerability to weather extremes with regard to food security in the Peruvian Altiplano",2012,"Regional Environmental Change","12","3",,"489","505",,75,"10.1007/s10113-011-0246-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865407975&doi=10.1007%2fs10113-011-0246-5&partnerID=40&md5=1904500f560d67ed5e55247c2edcfb02",Article,"Final","",Scopus,2-s2.0-84865407975
"Moreno, M.L., Piubeli, F., Bonfá, M.R.L., García, M.T., Durrant, L.R., Mellado, E.","55892911300;35307883600;25960778800;56407261700;7006205834;7003532603;","Analysis and characterization of cultivable extremophilic hydrolytic bacterial community in heavy-metal-contaminated soils from the Atacama Desert and their biotechnological potentials",2012,"Journal of Applied Microbiology","113","3",,"550","559",,30,"10.1111/j.1365-2672.2012.05366.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865303557&doi=10.1111%2fj.1365-2672.2012.05366.x&partnerID=40&md5=da34638171c9bcb66535c083cc66afef",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84865303557
"Marquet, P.A., Santoro, C.M., Latorre, C., Standen, V.G., Abades, S.R., Rivadeneira, M.M., Arriaza, B., Hochberg, M.E.","7102630622;7004920399;7005764439;6602356440;8621475000;6603101733;6602846124;7202565734;","Emergence of social complexity among coastal hunter-gatherers in the Atacama Desert of northern Chile",2012,"Proceedings of the National Academy of Sciences of the United States of America","109","37",,"14754","14760",,98,"10.1073/pnas.1116724109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866274939&doi=10.1073%2fpnas.1116724109&partnerID=40&md5=a0e48a5a951fb3ccd47e452f9f52ded2",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-84866274939
"Solari, S., Pacheco, V., Vivar, E., Emmons, L.H.","55881284700;7003817348;6506090534;7004347253;","A new species of Monodelphis (Mammalia: Didelphimorphia: Didelphidae) from the montane forests of central Perú",2012,"Proceedings of the Biological Society of Washington","125","3",,"295","307",,11,"10.2988/11-33.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873905304&doi=10.2988%2f11-33.1&partnerID=40&md5=e51326304fb72cb48447fccf2b9892c6",Article,"Final","",Scopus,2-s2.0-84873905304
"Schulz, N., Boisier, J.P., Aceituno, P.","44761502700;44760925800;6603850393;","Climate change along the arid coast of northern Chile",2012,"International Journal of Climatology","32","12",,"1803","1814",,67,"10.1002/joc.2395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867010274&doi=10.1002%2fjoc.2395&partnerID=40&md5=cfda50c9d2bfab360d6908d5a4198df5",Article,"Final","",Scopus,2-s2.0-84867010274
"Kesler, S.E., Gruber, P.W., Medina, P.A., Keoleian, G.A., Everson, M.P., Wallington, T.J.","7006442645;53881180300;53881686900;7004102663;35427711900;7102358724;","Global lithium resources: Relative importance of pegmatite, brine and other deposits",2012,"Ore Geology Reviews","48",,,"55","69",,444,"10.1016/j.oregeorev.2012.05.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866340786&doi=10.1016%2fj.oregeorev.2012.05.006&partnerID=40&md5=843942e62c28cacba7c3e631d0e916c5",Review,"Final","",Scopus,2-s2.0-84866340786
"Heibl, C., Renner, S.S.","25623144700;7007067180;","Distribution models and a dated phylogeny for chilean oxalis species reveal occupation of new habitats by different lineages, not rapid adaptive radiation",2012,"Systematic Biology","61","5",,"823","834",,63,"10.1093/sysbio/sys034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865246534&doi=10.1093%2fsysbio%2fsys034&partnerID=40&md5=097308fbd6fd6a05d1b37806f05a34ab",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-84865246534
"Pfeiffer, M., Aburto, F., Le Roux, J.P., Kemnitz, H., Sedov, S., Solleiro-Rebolledo, E., Seguel, O.","57203628605;37361058200;7102297218;6602728547;7003696613;6506034498;8363448100;","Development of a Pleistocene calcrete over a sequence of marine terraces at Tongoy (north-central Chile) and its paleoenvironmental implications",2012,"Catena","97",,,"104","118",,7,"10.1016/j.catena.2012.05.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862698216&doi=10.1016%2fj.catena.2012.05.008&partnerID=40&md5=b6376123112942c319d3dce57965938f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84862698216
"Spagnuolo, M.G., Folguera, A., Litvak, V., Vera, E.A.R., Ramos, V.A.","20436587200;6602569951;7003824584;35488729800;7006122908;","Late Cretaceous arc rocks in the Andean retroarc region at 36.5°S: Evidence supporting a Late Cretaceous slab shallowing",2012,"Journal of South American Earth Sciences","38",,,"44","56",,26,"10.1016/j.jsames.2012.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861883948&doi=10.1016%2fj.jsames.2012.05.002&partnerID=40&md5=bab4d55f8e57a2ab9d5af3fbc47e23d4",Article,"Final","",Scopus,2-s2.0-84861883948
"Gutiérrez-Redomero, E., Rivaldería, N., Alonso-Rodríguez, C., Martín, L.M., Dipierri, J.E., Fernández-Peire, M.A., Morillo, R.","24490539200;55318696100;57190211424;55318285100;6603768766;55318695200;55318160100;","Are there population differences in minutiae frequencies? A comparative study of two Argentinian population samples and one Spanish sample",2012,"Forensic Science International","222","1-3",,"266","276",,14,"10.1016/j.forsciint.2012.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865618137&doi=10.1016%2fj.forsciint.2012.07.003&partnerID=40&md5=c8869bfcbd2a6dcf8404264bb50981c5",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84865618137
"Sáez, A., Cabrera, L., Garcés, M., Bogaard, P.V.D., Jensen, A., Gimeno, D.","57202439533;7005374518;7005670366;6506227320;7403020852;56232012600;","The stratigraphic record of changing hyperaridity in the Atacama desert over the last 10Ma",2012,"Earth and Planetary Science Letters","355-356",,,"32","38",,41,"10.1016/j.epsl.2012.08.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867132227&doi=10.1016%2fj.epsl.2012.08.029&partnerID=40&md5=962191a349860f308edffb68dec18a46",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84867132227
"Wilson, F.","7202849470;","Recuperation in the Peruvian Andes",2012,"Globalization, Competitiveness and Human Security",,,,"231","245",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071894552&partnerID=40&md5=2df7076c94de1efcacdc83bc7b7525ca",Book Chapter,"Final","",Scopus,2-s2.0-85071894552
"Edgington, S., Merino, L.M.","57206446584;23135318800;","Biological characterisation of heterorhabditis atacamensis and steinernema unicornum (nematoda: Rhabditida), entomopathogenic nematodes from chile",2012,"Russian Journal of Nematology","20","1",,"1","8",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867352808&partnerID=40&md5=18207bf5b7732a87952229c6987acc00",Review,"Final","",Scopus,2-s2.0-84867352808
"Haller, A.","55210308700;","Vivid valleys, pallid peaks? Hypsometric variations and rural-urban land change in the Central Peruvian Andes",2012,"Applied Geography","35","1-2",,"439","447",,9,"10.1016/j.apgeog.2012.09.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867740284&doi=10.1016%2fj.apgeog.2012.09.009&partnerID=40&md5=60661f1b4103a88bde34dc174d931d64",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84867740284
"Hall, S.J., Silver, W.L., Amundson, R.","7402711360;7005639482;7005994343;","Greenhouse gas fluxes from Atacama Desert soils: A test of biogeochemical potential at the Earth's arid extreme",2012,"Biogeochemistry","111","1-3",,"303","315",,5,"10.1007/s10533-011-9650-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873152621&doi=10.1007%2fs10533-011-9650-7&partnerID=40&md5=d854d13a915fcceebb79bb239a16a280",Article,"Final","",Scopus,2-s2.0-84873152621
"Phillips, K., Clayton, R.W., Davis, P., Tavera, H., Guy, R., Skinner, S., Stubailo, I., Audin, L., Aguilar, V.","14067648300;7201885565;7403510296;6507390191;7201580177;57611022700;37069906400;7005114252;56514999900;","Structure of the subduction system in southern Peru from seismic array data",2012,"Journal of Geophysical Research B: Solid Earth","117","11","B11306","","",,26,"10.1029/2012JB009540","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870533344&doi=10.1029%2f2012JB009540&partnerID=40&md5=afa1b3927105f810a63d625bf6988a82",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-84870533344
"Despland, E., Humire, R., Martín, S.","6602142015;55505037200;55505354900;","Species richness and phenology of butterflies along an altitude gradient in the desert of Northern Chile",2012,"Arctic, Antarctic, and Alpine Research","44","4",,"423","431",,19,"10.1657/1938-4246-44.4.423","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870193630&doi=10.1657%2f1938-4246-44.4.423&partnerID=40&md5=0045a1f358f2a530e7a459e1aed46fcd",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84870193630
"Santhanam, R., Okoro, C.K., Rong, X., Huang, Y., Bull, A.T., Weon, H.-Y., Andrews, B.A., Asenjo, J.A., Goodfellow, M.","57197311558;25723672300;24381994700;56972833000;24538530400;9271138900;35556534100;56908691200;7102073615;","Streptomyces atacamensis sp. nov., isolated from an extreme hyper-arid soil of the Atacama Desert, Chile",2012,"International Journal of Systematic and Evolutionary Microbiology","62","11",,"2680","2684",,25,"10.1099/ijs.0.038463-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868328237&doi=10.1099%2fijs.0.038463-0&partnerID=40&md5=52c6fcf927a27e6b68f462be8f01ee01",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84868328237
"Nuño, G., Zampini, I.C., Ordoñez, R.M., Alberto, M.R., Arias, M.E., Isla, M.I.","55144308200;24725943800;7005067295;6603786218;36720597400;7004191991;","Antioxidant/antibacterial activities of a topical phytopharmaceutical formulation containing a standardized extract of baccharis incarum, an extremophile plant species from argentine Puna",2012,"Phytotherapy Research","26","11",,"1759","1767",,7,"10.1002/ptr.4633","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867853941&doi=10.1002%2fptr.4633&partnerID=40&md5=3c949cfdf1115c23077ec8aa3a033d7f",Article,"Final","",Scopus,2-s2.0-84867853941
"Kuentz, A., Ledru, M.-P., Thouret, J.-C.","21934475400;6603820600;7004535270;","Environmental changes in the highlands of the western Andean Cordillera, southern Peru, during the Holocene",2012,"Holocene","22","11",,"1215","1226",,26,"10.1177/0959683611409772","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856554286&doi=10.1177%2f0959683611409772&partnerID=40&md5=086d50640f38cbf56f7f87ce48bb2fa7",Article,"Final","",Scopus,2-s2.0-84856554286
"Thibeault, J., Seth, A., Wang, G.","36009516200;7103146552;36127012800;","Mechanisms of summertime precipitation variability in the bolivian altiplano: Present and future",2012,"International Journal of Climatology","32","13",,"2033","2041",,25,"10.1002/joc.2424","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861887297&doi=10.1002%2fjoc.2424&partnerID=40&md5=de88d699071cd956e2b8994a4184a4e4",Article,"Final","",Scopus,2-s2.0-84861887297
"Lehr, E., Moravec, J., Cusi, J.C.","7003323573;14042266100;55471969900;","Two new species of Phrynopus (Anura, Strabomantidae) from high elevations in the Yanachaga-Chemillén National park in Peru (Departamento de Pasco)",2012,"ZooKeys","235",,,"51","71",,17,"10.3897/zookeys.235.3885","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868687092&doi=10.3897%2fzookeys.235.3885&partnerID=40&md5=9c89a96d5fa5c9f8f967dca276d0b5c4",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84868687092
"Bayón, N.D., Peláez, C.","6603915800;25936757300;","A new species of Amaranthus (Amaranthaceae) from Salta, Argentina",2012,"Novon","22","2",,"133","136",,1,"10.3417/2010075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872929046&doi=10.3417%2f2010075&partnerID=40&md5=5e4d78b76e8dfeb7d9f1edd16faef722",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84872929046
"López, G.E.J.","47661376600;","Archaeology of the highlands of Argentina: Cultural change during the holocene in pastos grandes and pocitos, Puna of Salta",2012,"Argentina: Environmental, Geographical and Cultural Issues",,,,"88","103",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892075873&partnerID=40&md5=9b786ad8abd68e75175421781cada74a",Book Chapter,"Final","",Scopus,2-s2.0-84892075873
"Beaule, C.","55910862000;","Wealth on the hoof: Camelid faunal remains and subsistence practices in Jachakala, Bolivia",2012,"Research in Economic Anthropology","32",,,"259","289",,2,"10.1108/S0190-1281(2012)0000032014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886805288&doi=10.1108%2fS0190-1281%282012%290000032014&partnerID=40&md5=64d834286c38313bb90a2dfca7b99367",Article,"Final","",Scopus,2-s2.0-84886805288
"González Reyes, A.X., Antonio Corronca, J., Arroyo, N.C.","16312377700;6603245214;55811862200;","Differences in alpha and beta diversities of epigeous arthropod assemblages in two ecoregions of northwestern Argentina",2012,"Zoological Studies","51","8",,"1367","1379",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881049109&partnerID=40&md5=ef94c35622a3c9e33190565ea59e3d63",Article,"Final","",Scopus,2-s2.0-84881049109
"Kuwahara, T., Nagahama, T., Maezawa, H., Kojima, Y., Yamamoto, H., Okuda, T., Mizuno, N., Nakane, H., Fukui, Y., Mizuno, A.","57206459969;7006475391;7006089718;57212801444;55725285800;57420679900;7202824954;55902740300;55293583300;55708286600;","Ground-based millimeter-wave observation of stratospheric ClO over Atacama, Chile in the mid-latitude Southern Hemisphere",2012,"Atmospheric Measurement Techniques","5","11",,"2601","2611",,3,"10.5194/amt-5-2601-2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880555128&doi=10.5194%2famt-5-2601-2012&partnerID=40&md5=4f6e6bc201e3f6b2d54da6a21bccb1c8",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84880555128
"O'Kane, T.P., Hart, S., Lister, G.S.","55658831400;55326871900;7101679667;","South America goes straight - unbending the bolivian orocline",2012,"Journal of the Virtual Explorer","43",,,"1","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876555986&partnerID=40&md5=19666377aba4b3982647538b5ea871c9",Article,"Final","",Scopus,2-s2.0-84876555986
"Martínez-Montoya, J.F., Herrero-Isern, J., Aceves-de Alba, J., Palacio-Núñez, J., Ruiz-Vera, V.M., Olmos-Oropeza, G.","36025774900;55646890900;54386486300;22939009000;15065994600;22938646000;","Approximation of the surface of gypseous soils in San Luis Potosí, Mexico [La extensión de los suelos yesosos en San Luis Potosí, México]",2012,"Ciencia e Investigacion Agraria","39","3",,"545","556",,1,"10.4067/S0718-16202012000300013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875967505&doi=10.4067%2fS0718-16202012000300013&partnerID=40&md5=4ce19081fc1b6fad0d40a97ceb992b35",Review,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84875967505
"Cid, G.","55332142100;","From Araucanía to Lima: Uses of the concept of ""civilization"" in the territorial expansion of the Chilean state, 1855-1883 [De la Araucanía a Lima: Los usos del concepto ""civilización"" en la expansión territorial del estado Chileno, 1855-1883]",2012,"Estudos Ibero-Americanos","38","2",,"265","283",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873688967&partnerID=40&md5=4e56b30bd9325b0c2845cfdde6f2ef9e",Article,"Final","",Scopus,2-s2.0-84873688967
"Zaba, J., Małolepszy, Z., Gaidzik, K., Ciesielczuk, J., Paulo, A.","6602696411;6507001674;36197894600;6505952184;7003821509;","Fault network in Rio Colca valley between Maca and Pinchollo, Central Andes, southern Peru",2012,"Annales Societatis Geologorum Poloniae","82","3",,"279","290",,13,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873479272&partnerID=40&md5=b8822f6de70661eb09921ac2c45c97a8",Article,"Final","",Scopus,2-s2.0-84873479272
"Aagesen, L., Bena, M.J., Nomdedeu, S., Panizza, A., López, R.P., Zuloaga, F.O.","6602661187;55546622000;35085414900;57224920943;7401491290;6701559426;","Areas of endemism in the southern central andes",2012,"Darwiniana","50","2",,"218","251",,29,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871973833&partnerID=40&md5=66f4c39bd2c26df27a5a88e301d32740",Article,"Final","",Scopus,2-s2.0-84871973833
"Laura López, M., Capparelli, A., Nielsen, A.E.","57217390963;24478442700;36105516200;","Post-harvest processing of quinoa grains (chenopodium quinoa, chenopodiaceae) in late pre-hispanic period at northern lípez (potosi, bolivia) [Procesamiento post-cosecha de granos de quinoa (Chenopodium Quinoa, Chenopodiaceae) en el período prehispánico tardío en el norte de lípez (Potosí, Bolivia)]",2012,"Darwiniana","50","2",,"187","206",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871951144&partnerID=40&md5=b568238d5a0702464efad0ecdc2fc57b",Article,"Final","",Scopus,2-s2.0-84871951144
"Miranda, M., Vega-Gálvez, A., Martinez, E., López, J., Rodríguez, M.J., Henríquez, K., Fuentes, F.","24462188900;55665185100;56218360900;26662289800;55453907100;46461499200;57206375499;","Genetic diversity and comparison of physicochemical and nutritional characteristics of six quinoa (chenopodium quinoa willd.) genotypes cultivated in chile [Diversidade genética e comparação das características físico-químicas e nutricionais de seis genótipos de quinoa (chenopodiumquinoa willd.) cultivados no chile]",2012,"Ciencia e Tecnologia de Alimentos","32","4",,"835","843",,35,"10.1590/S0101-20612012005000114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871699017&doi=10.1590%2fS0101-20612012005000114&partnerID=40&md5=471e50d863cd249d3f2a1c5042add2b2",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84871699017
"Insel, N., Grove, M., Haschke, M., Barnes, J.B., Schmitt, A.K., Strecker, M.R.","28367740100;7006610117;11538927200;14015069600;35576256900;7006301675;","Paleozoic to early Cenozoic cooling and exhumation of the basement underlying the eastern Puna plateau margin prior to plateau growth",2012,"Tectonics","31","6","TC6006","","",,37,"10.1029/2012TC003168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871606425&doi=10.1029%2f2012TC003168&partnerID=40&md5=7dc9bbf2d70e4828de114702b45331b1",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-84871606425
"Major, M.","57210249283;","View from⋯: Atacama Desert, Chile",2012,"Architectural Review",,"1390",,"29","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870600198&partnerID=40&md5=6f2e664cc78cc42fe91861c324920e8d",Note,"Final","",Scopus,2-s2.0-84870600198
"Gillespie, T.W., Lipkin, B., Sullivan, L., Benowitz, D.R., Pau, S., Keppel, G.","7102070916;55436819800;41361963600;55437346600;26433746100;15026651500;","The rarest and least protected forests in biodiversity hotspots",2012,"Biodiversity and Conservation","21","14",,"3597","3611",,50,"10.1007/s10531-012-0384-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869159417&doi=10.1007%2fs10531-012-0384-1&partnerID=40&md5=cf80e21a675f81d12db67330f2389524",Article,"Final","",Scopus,2-s2.0-84869159417
"Martínez-Tillería, K., Loayza, A.P., Sandquist, D.R., Squeo, F.A.","36604891300;24598247300;6701541059;6507048631;","No evidence of a trade-off between drought and shade tolerance in seedlings of six coastal desert shrub species in north-central Chile",2012,"Journal of Vegetation Science","23","6",,"1051","1061",,18,"10.1111/j.1654-1103.2012.01427.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869088606&doi=10.1111%2fj.1654-1103.2012.01427.x&partnerID=40&md5=9dc3651676dae018fb62aad7364b7644",Article,"Final","",Scopus,2-s2.0-84869088606
"Vezzoli, L., Acocella, V., Omarini, R., Mazzuoli, R.","6602820912;55934800400;15747491500;55935230900;","Miocene sedimentation, volcanism and deformation in the Eastern Cordillera (24°30′ S, NW Argentina): Tracking the evolution of the foreland basin of the Central Andes",2012,"Basin Research","24","6",,"637","663",,12,"10.1111/j.1365-2117.2012.00547.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867998369&doi=10.1111%2fj.1365-2117.2012.00547.x&partnerID=40&md5=c8022a35ed258ee580f6d99c0367d0fe",Article,"Final","",Scopus,2-s2.0-84867998369
"Bazaes, J., Sepulveda, C., Acién, F.G., Morales, J., Gonzales, L., Rivas, M., Riquelme, C.","54950201400;54952214500;55385950700;57646229400;54949883100;54950327800;7004010734;","Outdoor pilot-scale production of Botryococcus braunii in panel reactors",2012,"Journal of Applied Phycology","24","6",,"1353","1360",,38,"10.1007/s10811-012-9787-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867884251&doi=10.1007%2fs10811-012-9787-3&partnerID=40&md5=ba1eac74248213d25530e1d71803709c",Article,"Final","",Scopus,2-s2.0-84867884251
"Dávila, F.M., Giménez, M.E., Nóbile, J.C., Martínez, M.P.","6603700705;7102141171;50961444600;7404593271;","The evolution of the high-elevated depocenters of the northern Sierras Pampeanas (ca. 28° SL), Argentine broken foreland, South-Central Andes: The Pipanaco Basin",2012,"Basin Research","24","6",,"615","636",,18,"10.1111/j.1365-2117.2011.00539.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863784747&doi=10.1111%2fj.1365-2117.2011.00539.x&partnerID=40&md5=61c30f504a82390e83eca63c3d29af3c",Article,"Final","",Scopus,2-s2.0-84863784747
"Callejas-Rodríguez, R., Rojo-Torres, E., Benavidez-Zabala, C., Kania-Kuhl, E.","55023833600;55023833300;55023833200;55023836300;","Growth and distribution of roots and its relationship with the production potential of table grapes [Crecimiento y distribución de raíces y su relación con el potencial productivo de parrales de vides de mesa]",2012,"Agrociencia","46","1",,"23","35",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857435709&partnerID=40&md5=9d8d34beb47cb9982285d14c146fb009",Article,"Final","",Scopus,2-s2.0-84857435709
"Hippe, K., Kober, F., Zeilinger, G., Ivy-Ochs, S., Maden, C., Wacker, L., Kubik, P.W., Wieler, R.","28067816800;8591213500;6701652365;6603730560;6701481329;6603463064;24488312100;57205845766;","Quantifying denudation rates and sediment storage on the eastern Altiplano, Bolivia, using cosmogenic 10Be, 26Al, and in situ 14C",2012,"Geomorphology","179",,,"58","70",,41,"10.1016/j.geomorph.2012.07.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870292009&doi=10.1016%2fj.geomorph.2012.07.031&partnerID=40&md5=7a7482bf48bdc92c513501bf755ea999",Article,"Final","",Scopus,2-s2.0-84870292009
"Amundson, R., Barnes, J.D., Ewing, S., Heimsath, A., Chong, G.","7005994343;55782130500;15044347400;6603159701;55340362300;","The stable isotope composition of halite and sulfate of hyperarid soils and its relation to aqueous transport",2012,"Geochimica et Cosmochimica Acta","99",,,"271","286",,19,"10.1016/j.gca.2012.04.044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868458896&doi=10.1016%2fj.gca.2012.04.044&partnerID=40&md5=97047b6b5cbbc7c10a2371e375da1e4e",Article,"Final","",Scopus,2-s2.0-84868458896
"Bonorino, G.G., Abascal, L.V.","6602630967;8537075600;","Drainage and base-level adjustments during evolution of a late Pleistocene piggyback basin, Eastern Cordillera, central andes of northwestern Argentina",2012,"Bulletin of the Geological Society of America","124","11-12",,"1858","1870",,9,"10.1130/B30395.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871154988&doi=10.1130%2fB30395.1&partnerID=40&md5=96409ee727ebc1e7e84c0b07d2539b92",Article,"Final","",Scopus,2-s2.0-84871154988
"Turin, C., Valdivia, C.","55999489000;6701904068;","Off-farm work in the Peruvian Altiplano: Seasonal and geographic considerations for agricultural and development policies",2013,"Seasonality, Rural Livelihoods and Development",,,,"145","160",,,"10.4324/9780203139820-18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123135243&doi=10.4324%2f9780203139820-18&partnerID=40&md5=fbf73419f119a462b142b8809de9fa66",Book Chapter,"Final","All Open Access, Green",Scopus,2-s2.0-85123135243
