Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Böhm, C., Reyers, M., Knarr, L., Crewell, S.","57205095218;16444579500;57221497256;6603868770;","The Role of Moisture Conveyor Belts for Precipitation in the Atacama Desert",2021,"Geophysical Research Letters","48","24","e2021GL094372","","",,,"10.1029/2021GL094372","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121725379&doi=10.1029%2f2021GL094372&partnerID=40&md5=d50f4e3c2694c1bbb7f650c588605a82",Letter,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85121725379
"Donoso, F., Moreno, M., Ortega-Culaciati, F., Bedford, J.R., Benavente, R.","36697867600;35220166700;55803951900;36500677600;55797737000;","Automatic Detection of Slow Slip Events Using the PICCA: Application to Chilean GNSS Data",2021,"Frontiers in Earth Science","9",,"788054","","",,,"10.3389/feart.2021.788054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122443773&doi=10.3389%2ffeart.2021.788054&partnerID=40&md5=bbf508a84d05f772d6014d39f822a7c0",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85122443773
"Norambuena, H.V., Rivera, R., Barros, R., Silva, R., Peredo, R., Hernández, C.E.","55243689600;36560218400;56107420500;57202862151;56880132800;7202905337;","Living on the edge: Genetic structure and geographic distribution in the threatened Markham's Storm-Petrel (Hydrobates markhami)",2021,"PeerJ","9",,"e12669","","",,,"10.7717/peerj.12669","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121859159&doi=10.7717%2fpeerj.12669&partnerID=40&md5=039cd92aa51ba36ec2658546575e96a3",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85121859159
"Contreras-Calvario, A.I., Reyes, A.M., Vela, R.A., Castillo Juárez, J.L., Basanta, M.D.","57202212661;57220176803;57220177118;57433843900;57193461185;","Variation of amphibian and reptile composition in forest fragments of Veracruz highlands, Mexico [Variação na composição de anfíbios e répteis em fragmentos de floresta das terras altas de Veracruz, México.]",2021,"Phyllomedusa","20","2",,"139","150",,,"10.11606/issn.2316-9079.v20i2p139-150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123791654&doi=10.11606%2fissn.2316-9079.v20i2p139-150&partnerID=40&md5=43664f71badc9c792ae9f8ef54ba3ed7",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85123791654
"Montt, I., Fiore, D., Santoro, C.M., Arriaza, B.","56663277600;14321450500;7004920399;6602846124;","Relational bodies: Affordances, substances and embodiment in Chinchorro funerary practices c. 7000-3250 BP",2021,"Antiquity","95","384",,"1405","1425",,2,"10.15184/aqy.2021.126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114339518&doi=10.15184%2faqy.2021.126&partnerID=40&md5=bad88d2dc7dc960e74bae7b82b2e069c",Article,"Final","",Scopus,2-s2.0-85114339518
"Arzamendia, Y., Rojo, V., González, N.M., Baldo, J.L., Zamar, M.I., Lamas, H.E., Vilá, B.L.","14719172900;57196403889;56194017800;56160073900;36241022200;57492065100;7004905090;","The Puna Pastoralist System: A Coproduced Landscape in the Central Andes",2021,"Mountain Research and Development","41","4",,"R38","R49",,,"10.1659/MRD-JOURNAL-D-21-00023.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122378023&doi=10.1659%2fMRD-JOURNAL-D-21-00023.1&partnerID=40&md5=7d246c1e6d4d7c809ffeae2a92e76ba6",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85122378023
"Aron, P.G., Poulsen, C.J., Fiorella, R.P., Levin, N.E., Acosta, R.P., Yanites, B.J., Cassel, E.J.","57211454322;7005902717;55934848500;7103118120;54979895900;15830536200;6602574411;","Variability and Controls on δ18O, d-excess, and ∆′17O in Southern Peruvian Precipitation",2021,"Journal of Geophysical Research: Atmospheres","126","23","e2020JD034009","","",,,"10.1029/2020JD034009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121047882&doi=10.1029%2f2020JD034009&partnerID=40&md5=48baa60190a3fa0662a550e12ff744f6",Article,"Final","",Scopus,2-s2.0-85121047882
"Ejeian, M., Grant, A., Shon, H.K., Razmjou, A.","57210142069;57226425957;6701629946;56994139600;","Is lithium brine water?",2021,"Desalination","518",,"115169","","",,2,"10.1016/j.desal.2021.115169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111552595&doi=10.1016%2fj.desal.2021.115169&partnerID=40&md5=8984d24c4e58f521a90c192f369a40cc",Article,"Final","",Scopus,2-s2.0-85111552595
"Uceda, S., Gayoso, H., Castillo, F., Rengifo, C.","56081823300;57044858400;57189350851;57044747000;","Climate and Social Changes: Reviewing the Equation with Data from the Huacas de Moche Archaeological Complex, Peru",2021,"Latin American Antiquity","32","4",,"705","722",,,"10.1017/laq.2021.35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121724303&doi=10.1017%2flaq.2021.35&partnerID=40&md5=fe619f6e786c84b013159e9c3b56acb9",Article,"Final","",Scopus,2-s2.0-85121724303
"Miller, M.J., Kendall, I., Capriles, J.M., Bruno, M.C., Evershed, R.P., Hastorf, C.A.","56283328100;57204795132;24066193900;26033919500;7005538923;6602921721;","Quinoa, potatoes, and llamas fueled emergent social complexity in the Lake Titicaca basin of the Andes",2021,"Proceedings of the National Academy of Sciences of the United States of America","118","49","e2113395118","","",,2,"10.1073/pnas.2113395118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120784656&doi=10.1073%2fpnas.2113395118&partnerID=40&md5=5a99d7130bc184268e75a6376bfd6722",Article,"Final","",Scopus,2-s2.0-85120784656
"Lakin, J.A., Marshall, J.E.A., Troth, I.","57196167941;7404859457;36626498600;","An investigation of a Devonian/Carboniferous Boundary section on the Bolivian Altiplano",2021,"Geological Magazine","158","12",,"2209","2230",,,"10.1017/S0016756821000741","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116563815&doi=10.1017%2fS0016756821000741&partnerID=40&md5=abb3d0307aabaa2f5b42418e21160e9b",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85116563815
"Fernandez, R.D., Blanco, G.M., Acosta, J.C., Corrales, L.A., Valdez, F.M., Acosta, A.R.","57222083895;18834098100;15123933700;57222084679;57222091897;57199328375;","REPRODUCTION AND SEXUAL DIMORPHISM OF THE ENDEMIC ANDEAN GECKO HOMONOTA ANDICOLA (SQUAMATA: PHYLLODACTYLIDAE) FROM CENTRAL WESTERN ARGENTINA",2021,"Herpetological Conservation and Biology","16","3",,"553","561",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128644977&partnerID=40&md5=709c55e498f4e453ecf02221f5d48f2d",Article,"Final","",Scopus,2-s2.0-85128644977
"Mamani, R., Hendrick, P.","57214995883;9942171000;","WRF Model Parameterization Around the Highland Titicaca Lake",2021,"Earth and Space Science","8","12","e2021EA001649","","",,,"10.1029/2021EA001649","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121627685&doi=10.1029%2f2021EA001649&partnerID=40&md5=6c0810cf855254bb4e3c208d98ababcd",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85121627685
"Dal Bo, I., Klotzsche, A., Bol, R., Moradi, G., Weihermüller, L., Vereecken, H., van der Kruk, J.","57208472024;36515131700;7006657494;57210666820;23006581400;7004082452;6603626326;","GPR and EMI Characterization of the Hyperarid Study Site of Yungay, Chile: Implications of Applying Geophysical Methods on Mars",2021,"Earth and Space Science","8","12","e2021EA001790","","",,,"10.1029/2021EA001790","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121611369&doi=10.1029%2f2021EA001790&partnerID=40&md5=dd2a6fc0979a80cc147cf7fe96d6ed62",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85121611369
"Lane, K.","14068919200;","Engineering resilience to water stress in the late prehispanic north-central andean highlands (~600–1200 bp)",2021,"Water (Switzerland)","13","24","3544","","",,,"10.3390/w13243544","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121473162&doi=10.3390%2fw13243544&partnerID=40&md5=cbfcbe1ab3a8058d3a57ff9ee13275cb",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85121473162
"Cornejo P., S.M., Niewöhner, J.","57377113000;6602651604;","How central water management impacts local livelihoods: An ethnographic case study of mining water extraction in tarapacá, chile",2021,"Water (Switzerland)","13","24","3542","","",,,"10.3390/w13243542","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121419227&doi=10.3390%2fw13243542&partnerID=40&md5=2290db5fece1613b0f6ff16e6727e7f0",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85121419227
"Croft, D.A., Flynn, J.J., Wyss, A.R., Charrier, R., Anaya, F.","7101684573;34769807700;35561761800;6602474477;7003266609;","New Chinchillid Rodents (Hystricognathi: Caviomorpha) from Northern Chile and Bolivia Fill a 17-Million-Year Gap in the Pan-Chinchilline Fossil Record",2021,"Journal of Mammalian Evolution","28","4",,"1205","1236",,,"10.1007/s10914-021-09579-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121104247&doi=10.1007%2fs10914-021-09579-0&partnerID=40&md5=8750bde2f58859d8883386dea387a848",Article,"Final","",Scopus,2-s2.0-85121104247
"Sapiains, P., Figueroa, V., Hayashida, F., Salazar, D., Menzies, A., González, C., Loyola, R., Murphy, B., González, J., Parcero-Oubiña, C., Troncoso, A.","57208709415;39261184900;25628042500;39262635300;57213185998;57224678107;57195317310;57191365486;55450702300;26632092700;36134113200;","Supergene copper and the ancient mining landscapes of the atacama desert: Refining the protocol for the study of archaeological copper minerals through the case study of Pukara de turi",2021,"Minerals","11","12","1402","","",,,"10.3390/min11121402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120936815&doi=10.3390%2fmin11121402&partnerID=40&md5=6d9e8c022764420f7eac325770c56f9f",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85120936815
"Cáceres, L., Frez, Y., Galleguillos, F., Soliz, A., Gómez‐silva, B., Borquez, J.","36740206700;57365674900;57216821317;56688489500;6506160677;6603050149;","Aqueous dried extract of skytanthus acutus meyen as corrosion inhibitor of carbon steel in neutral chloride solutions",2021,"Metals","11","12","1992","","",,,"10.3390/met11121992","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120829786&doi=10.3390%2fmet11121992&partnerID=40&md5=3c1414d54043227acf4b6e01962cf237",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85120829786
"Contreras-Reyes, E., Díaz, D., Bello-González, J.P., Slezak, K., Potin, B., Comte, D., Maksymowicz, A., Ruiz, J.A., Osses, A., Ruiz, S.","17342203300;54893427700;57204005742;55607341700;56545688100;7003581009;55317646100;57050542400;6603282773;23973204300;","Subduction zone fluids and arc magmas conducted by lithospheric deformed regions beneath the central Andes",2021,"Scientific Reports","11","1","23078","","",,1,"10.1038/s41598-021-02430-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120053964&doi=10.1038%2fs41598-021-02430-9&partnerID=40&md5=ba243d8782317ed4b95af1f0210185e9",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85120053964
"Boric-Bargetto, D., Zúñiga-Reinoso, Á., Inostroza-Michel, O., Rodríguez-Serrano, E., González-Acuña, D., Palma, R.E., Hernández, C.E.","14021016400;55445637200;57330664300;15046938600;55664435400;7006981193;7202905337;","A comprehensive overview of the genetic diversity in Thylamys elegans (Didelphimorphia: Didelphidae): establishing the phylogeographic determinants",2021,"Revista Chilena de Historia Natural","94","1","5","","",,,"10.1186/s40693-021-00103-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118954811&doi=10.1186%2fs40693-021-00103-5&partnerID=40&md5=9397c526ae622408c57ff3b32382f913",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85118954811
"Perez, M.F., Saona, L.A., Farías, M.E., Poehlein, A., Meinhardt, F., Daniel, R., Dib, J.R.","57191827866;56027326300;35576859500;49962165300;7005574873;57203692645;23970087900;","Assessment of the plasmidome of an extremophilic microbial community from the Diamante Lake, Argentina",2021,"Scientific Reports","11","1","21459","","",,,"10.1038/s41598-021-00753-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118434942&doi=10.1038%2fs41598-021-00753-1&partnerID=40&md5=5e3948de2e0906df5299d8e5216fa7a8",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85118434942
"González, G., Pasten-Araya, F., Victor, P., González, Y., Valenzuela, J., Shrivastava, M.","56013579600;57204162482;7004330911;57321983400;57322096300;55622877500;","The role of interplate locking on the seismic reactivation of upper plate faults on the subduction margin of northern Chile",2021,"Scientific Reports","11","1","21444","","",,,"10.1038/s41598-021-00875-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118425375&doi=10.1038%2fs41598-021-00875-6&partnerID=40&md5=a3977ace4ca6abfa82b1e6fe21765e0a",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85118425375
"Balatskiy, D.V., Dedushenko, S.K., Gritsenko, Y.D., Ksenofontov, D.A., Perfiliev, Y.D.","57219351589;8908212300;8300385100;6505621117;6701348278;","X-ray and Mössbauer study of phosphosiderite from Atacama, Chile",2021,"Hyperfine Interactions","242","1","14","","",,1,"10.1007/s10751-021-01745-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117961329&doi=10.1007%2fs10751-021-01745-3&partnerID=40&md5=b44fc037e416270292b282e87945ed81",Article,"Final","",Scopus,2-s2.0-85117961329
"Candela, A.M., Galli, C.I., Rasia, L.L., Voglino, D., Abello, M.A., García Esponda, C.M., Zurita, A.E.","7005848397;7202495239;54928572800;6507625331;26424945800;6507804419;10040460600;","Late Miocene mammals from the Calchaquí Valley (Palo Pintado Formation, northwestern Argentina): Biogeographic and paleoenvironmental implications for the southern central Andes",2021,"Journal of South American Earth Sciences","112",,"103602","","",,,"10.1016/j.jsames.2021.103602","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117784350&doi=10.1016%2fj.jsames.2021.103602&partnerID=40&md5=c63f4ec6813cae7aa296bd7901f56c63",Review,"Final","",Scopus,2-s2.0-85117784350
"Moat, J., Orellana-Garcia, A., Tovar, C., Arakaki, M., Arana, C., Cano, A., Faundez, L., Gardner, M., Hechenleitner, P., Hepp, J., Lewis, G., Mamani, J.-M., Miyasiro, M., Whaley, O.Q.","6507046506;57279329900;56266338800;22933765900;56303282000;24450063900;36890413600;57383854100;24587129700;28267728600;7402636496;57383637900;57382540600;35265370600;","Seeing through the clouds – Mapping desert fog oasis ecosystems using 20 years of MODIS imagery over Peru and Chile",2021,"International Journal of Applied Earth Observation and Geoinformation","103",,"102468","","",,5,"10.1016/j.jag.2021.102468","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117316907&doi=10.1016%2fj.jag.2021.102468&partnerID=40&md5=3d1112c198f2e217f35e95ff38dfa75c",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85117316907
"Villalba Ulberich, J.P., Galli, C.I., Franzese, J.R.","57208684547;7202495239;6506203999;","Sedimentary evolution of Tres Cruces basin: Constraints on the development of the Cenozoic foreland in Central Andes, NW Argentina",2021,"Journal of South American Earth Sciences","112",,"103594","","",,,"10.1016/j.jsames.2021.103594","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117256529&doi=10.1016%2fj.jsames.2021.103594&partnerID=40&md5=8841a41e5d8d45ebf70dc2d8c3cd8ac7",Article,"Final","",Scopus,2-s2.0-85117256529
"Villalba Ulberich, J.P., Ercoli, M.D., Álvarez, A., Constantini, O.E.","57208684547;54392725100;36774436800;57201008351;","New insights on landscape and environmental evolution in the Subandean region, Southern Central Andes: Sedimentology and geochronology of Guanaco Formation in the Río Chico (Jujuy, Northwestern Argentina)",2021,"Global and Planetary Change","207",,"103673","","",,1,"10.1016/j.gloplacha.2021.103673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116877074&doi=10.1016%2fj.gloplacha.2021.103673&partnerID=40&md5=fe9d7c818bd38678244315a5e03a412b",Article,"Final","",Scopus,2-s2.0-85116877074
"Quiroga, M.F., Ortiz, A., Salado Paz, N., Becchio, R., Alfaro, B., Arnosio, M., Bordese, S., Raveggi, M.","57192690133;57190122281;54407442000;6602998117;57286795400;6505673923;57189905132;16314481000;","Early Paleozoic long-lived silicic volcanism in the Eastern Puna Magmatic Belt, Argentina",2021,"Journal of South American Earth Sciences","112",,"103573","","",,,"10.1016/j.jsames.2021.103573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116443433&doi=10.1016%2fj.jsames.2021.103573&partnerID=40&md5=88ad63a848f57e9a682e155360894465",Article,"Final","",Scopus,2-s2.0-85116443433
"Favaro, E.A., Hugenholtz, C.H., Barchyn, T.E.","57220367538;8696440600;24461065500;","Antecedent controls on the spatial organization of yardangs on the Puna Plateau, north-western Argentina",2021,"Earth Surface Processes and Landforms","46","15",,"3063","3077",,1,"10.1002/esp.5212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116389355&doi=10.1002%2fesp.5212&partnerID=40&md5=5b3eb7164295a1a1b21e4bf8d84f8e6e",Article,"Final","",Scopus,2-s2.0-85116389355
"Loyola, R., Rivera, F., de Souza, P., Carrasco, C., Núñez, L., Glascock, M.D., Arecheta, C., Hocsman, S., Torres, I., Orellana, C., López Mendoza, P.","57195317310;54783270400;25635106200;36865835100;7102163100;7003999714;57279324600;25635626800;57279111400;57279972600;21934445400;","Hunting and feasting in the pre-Columbian Andes: Exploring the nature and scale of early ceremonial aggregations in Tulan Ravine (5300 to 2400 yr cal. BP) through the circulation of obsidian artefacts",2021,"Journal of Anthropological Archaeology","64",,"101360","","",,,"10.1016/j.jaa.2021.101360","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116067882&doi=10.1016%2fj.jaa.2021.101360&partnerID=40&md5=87d563ab7ebf4a6f34b58b3d818d5335",Article,"Final","",Scopus,2-s2.0-85116067882
"Ratschbacher, B.C., Cawood, T., Larrovere, M.A., Alasino, P.H., Lusk, A.D., Memeti, V.","57199677395;57219987283;25028132300;15829205500;57219382122;24587627900;","The ≥6-km Cuesta de Randolfo mylonite zone in Ordovician Famatinian peraluminous granites, NW Argentina: Strain-localization as a function of protolith composition",2021,"Journal of South American Earth Sciences","112",,"103561","","",,,"10.1016/j.jsames.2021.103561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116023008&doi=10.1016%2fj.jsames.2021.103561&partnerID=40&md5=c168efb661e7f4be22e1a795513813fb",Article,"Final","",Scopus,2-s2.0-85116023008
"Plaza-Cazón, J., González, E., Donati, E.R.","55216573700;57268018600;56000398100;","Parastrephia quadrangularis: A Possible Alternative to Inhibit the Microbial Effect on the Generation of Acid Mine Drainage [Parastrephia quadrangularis: 一种抑制酸性矿山废水过程微生物活性的替代方法]",2021,"Mine Water and the Environment","40","4",,"994","1002",,,"10.1007/s10230-021-00830-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115410525&doi=10.1007%2fs10230-021-00830-x&partnerID=40&md5=5651270e76783c7e430fdc8d48c549ef",Article,"Final","",Scopus,2-s2.0-85115410525
"Berrios, F., Campbell, D.E., González, J.E.","57203193300;7404496108;42561146500;","Assessment of long-term changes in the emergy indexes of an intertidal kelp bed in northern Chile: implications for fisheries management",2021,"Journal of Applied Phycology","33","6",,"4149","4167",,,"10.1007/s10811-021-02574-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115304153&doi=10.1007%2fs10811-021-02574-1&partnerID=40&md5=93cb8d658f3513e50aa499b07e24ee8b",Article,"Final","",Scopus,2-s2.0-85115304153
"Palma, G., Reich, M., Barra, F., Ovalle, J.T., del Real, I., Simon, A.C.","57191992247;35389550600;6701322010;57204099180;55521399700;8062496600;","Thermal evolution of Andean iron oxide–apatite (IOA) deposits as revealed by magnetite thermometry",2021,"Scientific Reports","11","1","18424","","",,2,"10.1038/s41598-021-97883-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115300086&doi=10.1038%2fs41598-021-97883-3&partnerID=40&md5=36cc70ff4151d455efb8fc49d9f2bf80",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85115300086
"Rubinstein, N.A., Zappettini, E.O., Gómez, A.L.R.","7006413650;6508122519;35082001300;","Porphyry CU deposits in the Central Andes of Argentina: An overview",2021,"Journal of South American Earth Sciences","112",,"103543","","",,,"10.1016/j.jsames.2021.103543","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114720126&doi=10.1016%2fj.jsames.2021.103543&partnerID=40&md5=f6211662be7093aeb822d5be3aaba672",Article,"Final","",Scopus,2-s2.0-85114720126
"Rodríguez, N., Díaz-Alvarado, J., Fernández, C., Breitkreuz, C., Fuentes, P., Merida, G.","57118992800;36141704900;7004168220;6701785237;57119254600;57254211900;","Relation between intrusive and deformational processes in oblique subductive margins. The case of the zoned Flamenco pluton in northern Chile",2021,"Journal of South American Earth Sciences","112",,"103553","","",,,"10.1016/j.jsames.2021.103553","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114702254&doi=10.1016%2fj.jsames.2021.103553&partnerID=40&md5=48ca1a5c6d8323229a71fd4affc11a34",Article,"Final","",Scopus,2-s2.0-85114702254
"Durán, F., Méndez, M.A., Correa, C.","57212104590;55762292600;7006952125;","The Atacama toad (Rhinella atacamensis) exhibits an unusual clinal pattern of decreasing body size towards more arid environments",2021,"BMC Zoology","6","1","25","","",,,"10.1186/s40850-021-00090-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114437055&doi=10.1186%2fs40850-021-00090-w&partnerID=40&md5=22d53c725d82b40ebce6df44b40c008f",Article,"Final","",Scopus,2-s2.0-85114437055
"Ortiz, G., Stevens Goddard, A.L., Fosdick, J.C., Alvarado, P., Carrapa, B., Cristofolini, E.","56823123300;57200577463;25626114800;14321133500;6506156162;36061534600;","Fault reactivation in the Sierras Pampeanas resolved across Andean extensional and compressional regimes using thermochronologic modeling",2021,"Journal of South American Earth Sciences","112",,"103533","","",,,"10.1016/j.jsames.2021.103533","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114339121&doi=10.1016%2fj.jsames.2021.103533&partnerID=40&md5=07b8a9ea88e0129378464acbd699eaf7",Article,"Final","",Scopus,2-s2.0-85114339121
"García‑Sanz, I., Heine‑Fuster, I., Luque, J.A., Pizarro, H., Castillo, R., Pailahual, M., Prieto, M., Pérez‑Portilla, P., Aránguiz‑Acuña, A.","57197837476;57226796682;7102403999;57196055732;23972409600;57222816751;56844665900;57226794757;15077881500;","Author Correction: Limnological response from high-altitude wetlands to the water supply in the Andean Altiplano (Scientific Reports, (2021), 11, 1, (7681), 10.1038/s41598-021-87162-6)",2021,"Scientific Reports","11","1","16947","","",,,"10.1038/s41598-021-96407-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112699493&doi=10.1038%2fs41598-021-96407-3&partnerID=40&md5=5beaee87ec39b673d38e7539f09bb2e0",Erratum,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85112699493
"del Papa, C., Payrola, P., Pingel, H., Hongn, F., Do Campo, M., Sobel, E.R., Lapiana, A., Cottle, J., Glodny, J., Strecker, M.R.","7003858802;55235021100;37085371000;6602884876;8679779100;7103265689;57192811860;14051560000;56070759400;7006301675;","Stratigraphic response to fragmentation of the Miocene Andean foreland basin, NW Argentina",2021,"Basin Research","33","6",,"2914","2937",,2,"10.1111/bre.12589","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112591509&doi=10.1111%2fbre.12589&partnerID=40&md5=602eac685cc9463dfb57da363e392a54",Article,"Final","",Scopus,2-s2.0-85112591509
"Astorga-Eló, M., Gonzalez, S., Acuña, J.J., Sadowsky, M.J., Jorquera, M.A.","56525317700;57225095968;55179542700;7006659421;6603389134;","Rhizobacteria from ‘flowering desert’ events contribute to the mitigation of water scarcity stress during tomato seedling germination and growth",2021,"Scientific Reports","11","1","13745","","",,2,"10.1038/s41598-021-93303-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109146660&doi=10.1038%2fs41598-021-93303-8&partnerID=40&md5=4e7dedaaf0cbfb12832546c727675412",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85109146660
"Archundia, D., Martins, J.M.F., Lehembre, F., Morel, M.-C., Duwig, C.","57189761785;7201798875;54884151800;55976742700;56037361200;","Sulfamethoxazole biodegradation and impacts on soil microbial communities in a Bolivian arid high altitude catchment",2021,"Chemosphere","284",,"131335","","",,,"10.1016/j.chemosphere.2021.131335","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109104137&doi=10.1016%2fj.chemosphere.2021.131335&partnerID=40&md5=14cb8b52b4e40587ccd797f2b08d845d",Article,"Final","",Scopus,2-s2.0-85109104137
"Reid, R.P., Oehlert, A.M., Suosaari, E.P., Demergasso, C., Chong, G., Escudero, L.V., Piggot, A.M., Lascu, I., Palma, A.T.","7401758292;48861880000;57110343500;35228899200;55340362300;7006371761;57224641298;57224633152;7102805768;","Electrical conductivity as a driver of biological and geological spatial heterogeneity in the Puquios, Salar de Llamara, Atacama Desert, Chile",2021,"Scientific Reports","11","1","12769","","",,,"10.1038/s41598-021-92105-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108099815&doi=10.1038%2fs41598-021-92105-2&partnerID=40&md5=ec485d180a2fc298268a356786590e36",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85108099815
"Laspiur, A., Santos, J.C., Medina, S.M., Pizarro, J.E., Sanabria, E.A., Sinervo, B., Ibargüengoytía, N.R.","16313573600;8987872700;8964611000;57204092448;36021559000;7003814756;6602969478;","Vulnerability to climate change of a microendemic lizard species from the central Andes",2021,"Scientific Reports","11","1","11653","","",,,"10.1038/s41598-021-91058-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107190723&doi=10.1038%2fs41598-021-91058-w&partnerID=40&md5=c5e7b784558c202a2f1c0e733f1f9621",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85107190723
"Sepúlveda, M., Lemp Urzúa, C., Cárcamo-Vega, J., Casanova-Gónzalez, E., Gutiérrez, S., Maynez-Rojas, M.Á., Ballester, B., Ruvalcaba-Sil, J.L.","55218043300;57224102268;56888758500;55513961400;56662805100;55519741700;48761020600;6603431206;","Colors and dyes of archaeological textiles from Tarapacá in the Atacama Desert (South Central Andes)",2021,"Heritage Science","9","1","59","","",,2,"10.1186/s40494-021-00538-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106989697&doi=10.1186%2fs40494-021-00538-9&partnerID=40&md5=dfdbc90d24a4d97236f2c337b4197532",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85106989697
"Niemeyer, H.M., Cárdenas, L.M., Véliz, D.","7006623446;23049275800;7801390381;","The colors of pre-Hispanic textiles from cemeteries in the Quillagua and San Pedro de Atacama oases of Northern Chile",2021,"Color Research and Application","46","6",,"1288","1300",,,"10.1002/col.22676","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106309047&doi=10.1002%2fcol.22676&partnerID=40&md5=9e16ab03975a7617d1fce7ca61586042",Article,"Final","",Scopus,2-s2.0-85106309047
